Sweep	Model_size	log_marg	log_cond_post	Model
21587	2	-21921.78163449	-21947.58648842	2 9 
21588	2	-21920.64604605	-21946.08540347	2 9 
21589	3	-21922.68926541	-21950.03319954	2 9 15 
21590	2	-21920.26374327	-21946.06723235	2 9 
21591	2	-21920.26374327	-21946.06723235	2 9 
21592	3	-21922.88356357	-21950.22749769	2 7 9 
21593	3	-21922.88356357	-21950.22749769	2 7 9 
21594	2	-21920.60657937	-21946.41006845	1 9 
21595	2	-21920.26374327	-21946.06723235	2 9 
21596	2	-21920.26374327	-21946.06723235	2 9 
21597	2	-21921.40913649	-21946.79835265	1 9 
21598	2	-21920.4402514	-21946.53561295	1 9 
21599	2	-21920.4402514	-21946.53561295	1 9 
21600	2	-21920.4402514	-21946.53561295	1 9 
21601	2	-21920.99333141	-21946.43055674	1 9 
21602	1	-21923.62245597	-21947.30182338	9 
21603	1	-21923.62245597	-21947.30182338	9 
21604	2	-21922.83525745	-21948.20947807	4 9 
21605	1	-21923.75212136	-21947.36848407	9 
21606	1	-21923.75212136	-21947.36848407	9 
21607	1	-21923.75212136	-21947.36848407	9 
21608	1	-21923.33137026	-21947.74613484	9 
21609	3	-21923.64133129	-21951.35439884	1 3 9 
21610	3	-21923.47560037	-21950.39935559	2 9 14 
21611	2	-21921.15860404	-21946.54191421	1 9 
21612	2	-21920.81562215	-21946.19893233	2 9 
21613	2	-21920.81562215	-21946.19893233	2 9 
21614	2	-21920.29951291	-21946.05214913	2 9 
21615	2	-21920.29951291	-21946.05214913	2 9 
21616	2	-21920.29951291	-21946.05214913	2 9 
21617	2	-21920.55081497	-21946.04711452	2 9 
21618	2	-21920.91965352	-21946.29378817	2 9 
21619	2	-21920.91965352	-21946.29378817	2 9 
21620	2	-21920.91965352	-21946.29378817	2 9 
21621	2	-21921.01661049	-21946.3973194	2 9 
21622	2	-21920.25361494	-21946.80258522	1 9 
21623	2	-21920.25361494	-21946.80258522	1 9 
21624	2	-21920.25361494	-21946.80258522	1 9 
21625	3	-21922.38081879	-21949.80833433	1 9 14 
21626	2	-21920.21026531	-21946.09733582	2 9 
21627	2	-21920.85022153	-21946.2285041	2 9 
21628	2	-21920.85022153	-21946.2285041	2 9 
21629	2	-21922.27497865	-21948.57688258	2 9 
21630	2	-21921.47646161	-21947.04717737	2 9 
21631	2	-21920.60809279	-21946.06778265	2 9 
21632	2	-21920.60809279	-21946.06778265	2 9 
21633	2	-21922.53126944	-21947.99095931	4 9 
21634	2	-21922.53126944	-21947.99095931	4 9 
21635	2	-21922.53126944	-21947.99095931	4 9 
21636	2	-21922.94684292	-21948.32849171	4 9 
21637	2	-21922.94684292	-21948.32849171	4 9 
21638	2	-21923.06306456	-21948.47077506	4 9 
21639	1	-21923.36225179	-21947.64702457	9 
21640	1	-21923.36225179	-21947.64702457	9 
21641	1	-21923.36225179	-21947.64702457	9 
21642	1	-21923.36225179	-21947.64702457	9 
21643	2	-21922.04613374	-21948.08876444	4 9 
21644	2	-21922.04613374	-21948.08876444	4 9 
21645	2	-21922.04613374	-21948.08876444	4 9 
21646	1	-21924.11935494	-21948.05668977	9 
21647	2	-21923.57371448	-21949.26890723	4 9 
21648	1	-21923.26564685	-21948.01097376	9 
21649	2	-21920.3394151	-21946.66157045	1 9 
21650	2	-21927.18508097	-21952.6601051	9 10 
21651	2	-21921.10112545	-21946.49739354	1 9 
21652	2	-21921.10112545	-21946.49739354	1 9 
21653	2	-21921.10112545	-21946.49739354	1 9 
21654	2	-21921.10112545	-21946.49739354	1 9 
21655	2	-21921.4799614	-21946.88695681	1 9 
21656	1	-21924.02167398	-21947.81995929	9 
21657	1	-21923.56190128	-21947.316897	9 
21658	1	-21923.56190128	-21947.316897	9 
21659	2	-21925.02479543	-21950.53764906	5 9 
21660	1	-21923.56190128	-21947.316897	9 
21661	2	-21924.99912612	-21950.53210038	5 9 
21662	1	-21923.54924059	-21947.32435693	9 
21663	1	-21923.99234695	-21947.7552209	9 
21664	2	-21921.73780015	-21947.25853202	1 9 
21665	2	-21921.73780015	-21947.25853202	1 9 
21666	1	-21923.99234695	-21947.7552209	9 
21667	1	-21924.11129224	-21948.03601896	9 
21668	1	-21923.70091843	-21947.32764272	9 
21669	2	-21922.7320139	-21948.11659611	4 9 
21670	2	-21921.15157152	-21946.53615373	1 9 
21671	2	-21920.81150606	-21946.37363162	1 9 
21672	2	-21921.33440041	-21946.71207976	1 9 
21673	2	-21922.5203796	-21947.98646256	4 9 
21674	1	-21923.59611241	-21947.30433746	9 
21675	2	-21921.51820846	-21946.93740277	1 9 
21676	1	-21923.79981115	-21947.42149155	9 
21677	2	-21920.87765496	-21946.38556431	1 9 
21678	2	-21921.56080964	-21946.99562581	1 9 
21679	1	-21924.26777658	-21948.46790898	9 
21680	1	-21924.35107919	-21948.72038931	9 
21681	2	-21922.14504042	-21947.96778172	1 9 
21682	2	-21922.14504042	-21947.96778172	1 9 
21683	2	-21922.14504042	-21947.96778172	1 9 
21684	3	-21924.77822117	-21952.14140751	1 9 14 
21685	2	-21921.63516475	-21947.10211446	1 9 
21686	2	-21921.63516475	-21947.10211446	1 9 
21687	2	-21920.96394857	-21946.41637656	1 9 
21688	2	-21920.96394857	-21946.41637656	1 9 
21689	2	-21920.46021139	-21946.51538745	1 9 
21690	2	-21920.65859314	-21946.38944433	1 9 
21691	2	-21920.65859314	-21946.38944433	1 9 
21692	2	-21920.65859314	-21946.38944433	1 9 
21693	2	-21920.65859314	-21946.38944433	1 9 
21694	2	-21920.65859314	-21946.38944433	1 9 
21695	2	-21920.65859314	-21946.38944433	1 9 
21696	2	-21920.65859314	-21946.38944433	1 9 
21697	2	-21920.65859314	-21946.38944433	1 9 
21698	2	-21920.65859314	-21946.38944433	1 9 
21699	2	-21920.65859314	-21946.38944433	1 9 
21700	4	-21926.7365854	-21955.35780835	2 5 9 12 
21701	3	-21922.57481919	-21950.77401324	2 9 12 
21702	2	-21919.87344624	-21946.53219525	2 9 
21703	2	-21920.01111066	-21946.29827466	2 9 
21704	2	-21920.01111066	-21946.29827466	2 9 
21705	2	-21920.01111066	-21946.29827466	2 9 
21706	2	-21920.20255148	-21946.10245237	2 9 
21707	2	-21920.20255148	-21946.10245237	2 9 
21708	2	-21920.20255148	-21946.10245237	2 9 
21709	2	-21920.99192727	-21946.36966202	2 9 
21710	2	-21920.99192727	-21946.36966202	2 9 
21711	2	-21920.99192727	-21946.36966202	2 9 
21712	2	-21920.99192727	-21946.36966202	2 9 
21713	2	-21920.25706462	-21946.07048944	2 9 
21714	3	-21923.01076412	-21950.52390151	2 9 12 
21715	2	-21920.16089559	-21946.13358794	2 9 
21716	2	-21920.12415096	-21946.16612444	2 9 
21717	2	-21921.47105845	-21947.03828579	2 9 
21718	2	-21921.47105845	-21947.03828579	2 9 
21719	2	-21921.47105845	-21947.03828579	2 9 
21720	2	-21920.90083763	-21946.27533632	2 9 
21721	2	-21920.90083763	-21946.27533632	2 9 
21722	2	-21921.24383548	-21946.61833417	1 9 
21723	2	-21921.24383548	-21946.61833417	1 9 
21724	2	-21921.24383548	-21946.61833417	1 9 
21725	2	-21921.24383548	-21946.61833417	1 9 
21726	2	-21921.24383548	-21946.61833417	1 9 
21727	2	-21921.24383548	-21946.61833417	1 9 
21728	2	-21921.24383548	-21946.61833417	1 9 
21729	2	-21921.24383548	-21946.61833417	1 9 
21730	2	-21921.24383548	-21946.61833417	1 9 
21731	2	-21921.24383548	-21946.61833417	1 9 
21732	2	-21921.24383548	-21946.61833417	1 9 
21733	2	-21921.24383548	-21946.61833417	1 9 
21734	2	-21921.24383548	-21946.61833417	1 9 
21735	2	-21921.61548058	-21947.07334125	1 9 
21736	2	-21923.19625815	-21948.65411882	4 9 
21737	2	-21923.19625815	-21948.65411882	4 9 
21738	2	-21919.93675357	-21947.65266653	1 9 
21739	3	-21922.01784827	-21950.9437502	1 8 9 
21740	3	-21921.56030692	-21950.48620885	1 9 14 
21741	2	-21920.08966064	-21947.17121179	1 9 
21742	2	-21920.76953083	-21946.37170121	1 9 
21743	2	-21920.42664269	-21946.02881306	2 9 
21744	2	-21920.72918567	-21946.37420256	1 9 
21745	2	-21920.25072922	-21946.07370967	2 9 
21746	2	-21920.25072922	-21946.07370967	2 9 
21747	2	-21920.25072922	-21946.07370967	2 9 
21748	2	-21920.25072922	-21946.07370967	2 9 
21749	2	-21920.77788892	-21946.16904214	2 9 
21750	2	-21920.77788892	-21946.16904214	2 9 
21751	2	-21920.5755868	-21946.05515625	2 9 
21752	2	-21920.5755868	-21946.05515625	2 9 
21753	2	-21920.20553831	-21946.10044756	2 9 
21754	3	-21922.79550971	-21950.230864	2 7 9 
21755	3	-21922.79550971	-21950.230864	2 7 9 
21756	3	-21922.79550971	-21950.230864	2 7 9 
21757	2	-21920.10374622	-21946.18632288	2 9 
21758	2	-21920.10374622	-21946.18632288	2 9 
21759	2	-21920.10374622	-21946.18632288	2 9 
21760	2	-21920.10374622	-21946.18632288	2 9 
21761	2	-21920.10374622	-21946.18632288	2 9 
21762	2	-21920.20228553	-21946.10263233	2 9 
21763	2	-21920.79270434	-21946.18047848	2 9 
21764	2	-21919.87751745	-21946.5240141	2 9 
21765	3	-21922.05751039	-21950.24445208	2 9 14 
21766	2	-21919.87751745	-21946.5240141	2 9 
21767	2	-21919.87751745	-21946.5240141	2 9 
21768	2	-21919.87751745	-21946.5240141	2 9 
21769	2	-21923.05907323	-21948.46560216	4 9 
21770	2	-21923.05907323	-21948.46560216	4 9 
21771	2	-21923.05907323	-21948.46560216	4 9 
21772	2	-21921.13534353	-21946.54187246	2 9 
21773	3	-21924.74508487	-21951.69205884	1 2 9 
21774	2	-21921.47837876	-21946.88490769	1 9 
21775	2	-21921.13534353	-21946.54187246	2 9 
21776	2	-21921.95284948	-21947.61728878	1 9 
21777	2	-21921.95284948	-21947.61728878	1 9 
21778	2	-21921.6097612	-21947.2742005	2 9 
21779	2	-21920.53695361	-21946.45106913	1 9 
21780	3	-21923.32490537	-21950.77946593	1 2 9 
21781	2	-21920.53695361	-21946.45106913	1 9 
21782	2	-21920.5835868	-21946.42186517	1 9 
21783	3	-21922.88485635	-21950.26357976	1 8 9 
21784	3	-21922.88485635	-21950.26357976	1 8 9 
21785	3	-21922.88485635	-21950.26357976	1 8 9 
21786	3	-21922.88485635	-21950.26357976	1 8 9 
21787	1	-21923.41988568	-21947.50030613	9 
21788	1	-21923.52828589	-21947.34021596	9 
21789	1	-21923.52828589	-21947.34021596	9 
21790	1	-21923.52828589	-21947.34021596	9 
21791	2	-21923.36698016	-21948.91652982	4 9 
21792	1	-21924.0164049	-21947.80809664	9 
21793	2	-21921.44304167	-21946.99259133	2 9 
21794	1	-21924.0164049	-21947.80809664	9 
21795	1	-21924.0164049	-21947.80809664	9 
21796	1	-21924.0164049	-21947.80809664	9 
21797	1	-21923.96949483	-21947.70702483	9 
21798	1	-21923.96949483	-21947.70702483	9 
21799	1	-21923.27799025	-21947.95524593	9 
21800	2	-21919.95242455	-21946.38753816	2 9 
21801	2	-21920.41497556	-21946.02909246	2 9 
21802	2	-21920.41497556	-21946.02909246	2 9 
21803	3	-21923.20922952	-21950.36379146	2 9 11 
21804	2	-21920.49074074	-21946.03353623	2 9 
21805	2	-21920.64351891	-21946.08413614	2 9 
21806	3	-21921.66215032	-21950.71197498	2 9 10 
21807	3	-21921.66215032	-21950.71197498	2 9 10 
21808	3	-21921.69664305	-21950.7464677	2 9 14 
21809	3	-21921.69664305	-21950.7464677	2 9 14 
21810	3	-21921.69664305	-21950.7464677	2 9 14 
21811	2	-21921.22246446	-21946.65913227	2 9 
21812	2	-21921.22246446	-21946.65913227	2 9 
21813	2	-21921.22246446	-21946.65913227	2 9 
21814	2	-21921.46435623	-21947.02729176	2 9 
21815	2	-21921.46435623	-21947.02729176	2 9 
21816	2	-21921.80743087	-21947.3703664	1 9 
21817	2	-21921.80743087	-21947.3703664	1 9 
21818	2	-21921.80743087	-21947.3703664	1 9 
21819	2	-21921.71798527	-21947.22752768	1 9 
21820	2	-21921.12848998	-21946.51785516	1 9 
21821	2	-21921.12848998	-21946.51785516	1 9 
21822	2	-21921.12848998	-21946.51785516	1 9 
21823	2	-21920.64719779	-21946.39326025	1 9 
21824	2	-21920.64719779	-21946.39326025	1 9 
21825	2	-21921.58966484	-21947.03623442	1 9 
21826	2	-21920.96764026	-21946.41805855	1 9 
21827	2	-21920.62469969	-21946.07511797	2 9 
21828	2	-21920.61591957	-21946.07116631	2 9 
21829	2	-21920.61591957	-21946.07116631	2 9 
21830	2	-21920.61591957	-21946.07116631	2 9 
21831	2	-21920.61591957	-21946.07116631	2 9 
21832	2	-21920.21425674	-21946.09476639	2 9 
21833	3	-21922.82036249	-21950.24131718	2 8 9 
21834	2	-21919.986467	-21946.33394737	2 9 
21835	2	-21919.986467	-21946.33394737	2 9 
21836	3	-21922.47529859	-21950.363224	2 8 9 
21837	2	-21920.46459999	-21946.03035435	2 9 
21838	2	-21920.50555897	-21946.03608623	2 9 
21839	3	-21923.26060617	-21950.33157847	2 8 9 
21840	2	-21919.89846906	-21946.48318286	2 9 
21841	2	-21919.89846906	-21946.48318286	2 9 
21842	2	-21919.89846906	-21946.48318286	2 9 
21843	2	-21920.79585459	-21946.18296052	2 9 
21844	2	-21920.79585459	-21946.18296052	2 9 
21845	2	-21920.89933423	-21946.27388597	2 9 
21846	1	-21923.58905047	-21947.30604834	9 
21847	2	-21920.63048644	-21946.0778118	2 9 
21848	2	-21920.63048644	-21946.0778118	2 9 
21849	2	-21920.63048644	-21946.0778118	2 9 
21850	2	-21920.54792536	-21946.04626744	2 9 
21851	2	-21920.54792536	-21946.04626744	2 9 
21852	1	-21923.57170078	-21947.31218494	9 
21853	1	-21923.10229785	-21949.06625311	9 
21854	2	-21921.88013627	-21948.29995404	4 9 
21855	2	-21919.95822623	-21946.378044	2 9 
21856	2	-21919.95822623	-21946.378044	2 9 
21857	2	-21919.95822623	-21946.378044	2 9 
21858	2	-21919.95822623	-21946.378044	2 9 
21859	2	-21920.06157535	-21946.23307299	2 9 
21860	2	-21920.06157535	-21946.23307299	2 9 
21861	2	-21919.97001506	-21946.35921191	2 9 
21862	2	-21920.08485895	-21946.20641446	2 9 
21863	2	-21920.08485895	-21946.20641446	2 9 
21864	2	-21920.08485895	-21946.20641446	2 9 
21865	2	-21920.31220228	-21946.04773524	2 9 
21866	2	-21920.57085112	-21946.05351179	2 9 
21867	2	-21920.57085112	-21946.05351179	2 9 
21868	2	-21920.57085112	-21946.05351179	2 9 
21869	2	-21920.57085112	-21946.05351179	2 9 
21870	2	-21920.57085112	-21946.05351179	2 9 
21871	2	-21920.83913087	-21946.21880442	2 9 
21872	2	-21920.83913087	-21946.21880442	2 9 
21873	2	-21920.83913087	-21946.21880442	2 9 
21874	2	-21920.83913087	-21946.21880442	2 9 
21875	2	-21920.83913087	-21946.21880442	2 9 
21876	2	-21920.72821503	-21946.13361393	2 9 
21877	2	-21920.16191653	-21946.13275283	2 9 
21878	2	-21920.16191653	-21946.13275283	2 9 
21879	2	-21920.16191653	-21946.13275283	2 9 
21880	2	-21920.66826222	-21946.0971097	2 9 
21881	2	-21920.72650639	-21946.37452463	1 9 
21882	2	-21920.72650639	-21946.37452463	1 9 
21883	2	-21920.38363114	-21946.03164938	2 9 
21884	2	-21920.38363114	-21946.03164938	2 9 
21885	2	-21920.40061212	-21946.02993425	2 9 
21886	2	-21920.28935662	-21946.0560321	2 9 
21887	2	-21920.44471056	-21946.02908431	2 9 
21888	2	-21920.44471056	-21946.02908431	2 9 
21889	2	-21920.44471056	-21946.02908431	2 9 
21890	2	-21920.44471056	-21946.02908431	2 9 
21891	2	-21920.44471056	-21946.02908431	2 9 
21892	2	-21920.44471056	-21946.02908431	2 9 
21893	2	-21920.44471056	-21946.02908431	2 9 
21894	2	-21920.20108301	-21946.10344903	2 9 
21895	2	-21920.20108301	-21946.10344903	2 9 
21896	2	-21919.91111095	-21946.45956073	2 9 
21897	2	-21920.26591488	-21946.06620355	2 9 
21898	2	-21920.3691816	-21946.0337335	2 9 
21899	3	-21923.88134942	-21951.08634636	2 5 9 
21900	3	-21923.84791646	-21951.07934791	2 5 9 
21901	3	-21923.84791646	-21951.07934791	2 5 9 
21902	2	-21924.84304629	-21950.5340327	5 9 
21903	1	-21923.93898819	-21947.64593896	9 
21904	2	-21921.28755167	-21946.75236036	2 9 
21905	2	-21921.28755167	-21946.75236036	2 9 
21906	2	-21921.28755167	-21946.75236036	2 9 
21907	2	-21920.13695439	-21946.15423425	2 9 
21908	2	-21921.03674153	-21946.42050718	2 9 
21909	2	-21920.81882364	-21946.20158295	2 9 
21910	1	-21923.7059968	-21947.33089819	9 
21911	1	-21923.89354955	-21947.56235082	9 
21912	1	-21923.89354955	-21947.56235082	9 
21913	2	-21921.1962375	-21946.62289668	2 9 
21914	2	-21921.1962375	-21946.62289668	2 9 
21915	2	-21920.98333155	-21946.36023446	2 9 
21916	2	-21921.02260864	-21946.40416967	2 9 
21917	2	-21921.0337571	-21946.41703431	2 9 
21918	2	-21921.0337571	-21946.41703431	2 9 
21919	3	-21922.53939098	-21950.99446843	2 9 13 
21920	2	-21920.4426384	-21946.02901021	2 9 
21921	2	-21920.4426384	-21946.02901021	2 9 
21922	2	-21920.4426384	-21946.02901021	2 9 
21923	3	-21923.82139547	-21950.94821232	1 9 13 
21924	2	-21920.4426384	-21946.02901021	2 9 
21925	2	-21921.15561631	-21946.56835327	2 9 
21926	2	-21921.15561631	-21946.56835327	2 9 
21927	3	-21925.06739328	-21952.02057528	2 5 9 
21928	2	-21921.49865437	-21946.91139133	1 9 
21929	1	-21923.87334288	-21947.52822192	9 
21930	1	-21923.87334288	-21947.52822192	9 
21931	1	-21923.22102302	-21948.23775569	9 
21932	1	-21924.13442736	-21948.09583588	9 
21933	1	-21924.280673	-21948.50608748	9 
21934	2	-21923.89735196	-21949.88062435	4 9 
21935	2	-21923.20649921	-21948.66903483	4 9 
21936	2	-21923.20134839	-21948.66151878	4 9 
21937	3	-21924.94324109	-21952.14588852	1 8 9 
21938	2	-21921.96658158	-21947.64146914	1 9 
21939	2	-21921.77779902	-21947.32223706	1 9 
21940	2	-21921.43472742	-21946.97916545	2 9 
21941	2	-21920.27487134	-21946.06211631	2 9 
21942	2	-21920.56928078	-21946.05297759	2 9 
21943	2	-21920.56928078	-21946.05297759	2 9 
21944	2	-21920.48004882	-21946.0320298	2 9 
21945	2	-21920.48004882	-21946.0320298	2 9 
21946	2	-21920.72386213	-21946.13072875	2 9 
21947	2	-21920.72386213	-21946.13072875	2 9 
21948	2	-21920.72386213	-21946.13072875	2 9 
21949	2	-21920.72386213	-21946.13072875	2 9 
21950	2	-21920.45086744	-21946.02936962	2 9 
21951	2	-21920.45086744	-21946.02936962	2 9 
21952	2	-21920.45086744	-21946.02936962	2 9 
21953	2	-21920.45086744	-21946.02936962	2 9 
21954	2	-21920.45086744	-21946.02936962	2 9 
21955	2	-21920.45086744	-21946.02936962	2 9 
21956	2	-21920.45086744	-21946.02936962	2 9 
21957	2	-21920.45086744	-21946.02936962	2 9 
21958	2	-21920.45086744	-21946.02936962	2 9 
21959	2	-21920.55467681	-21946.43912093	1 9 
21960	2	-21920.55467681	-21946.43912093	1 9 
21961	2	-21920.55467681	-21946.43912093	1 9 
21962	2	-21920.55467681	-21946.43912093	1 9 
21963	2	-21920.53983528	-21946.4490544	1 9 
21964	3	-21922.36078623	-21949.81045039	1 9 14 
21965	3	-21922.36078623	-21949.81045039	1 9 14 
21966	2	-21920.53983528	-21946.4490544	1 9 
21967	2	-21920.53983528	-21946.4490544	1 9 
21968	2	-21920.80325951	-21946.37289725	1 9 
21969	2	-21920.54555674	-21946.44513741	1 9 
21970	2	-21920.54555674	-21946.44513741	1 9 
21971	3	-21922.48441609	-21951.4178181	1 7 9 
21972	3	-21922.42115991	-21949.80583254	1 9 14 
21973	2	-21921.06079232	-21946.46975237	1 9 
21974	2	-21921.06079232	-21946.46975237	1 9 
21975	3	-21923.60526155	-21950.55466664	1 8 9 
21976	3	-21923.60526155	-21950.55466664	1 8 9 
21977	2	-21921.06079232	-21946.46975237	1 9 
21978	2	-21921.06079232	-21946.46975237	1 9 
21979	2	-21921.06079232	-21946.46975237	1 9 
21980	2	-21921.51286347	-21946.93024739	1 9 
21981	2	-21921.85629733	-21947.45140738	1 9 
21982	2	-21920.75521657	-21946.37208981	1 9 
21983	2	-21921.75727077	-21947.28935793	1 9 
21984	2	-21921.75727077	-21947.28935793	1 9 
21985	2	-21921.75727077	-21947.28935793	1 9 
21986	2	-21921.75727077	-21947.28935793	1 9 
21987	2	-21921.2944587	-21946.66921744	1 9 
21988	2	-21920.58597623	-21946.42056066	1 9 
21989	1	-21923.52468596	-21947.34339377	9 
21990	1	-21923.52468596	-21947.34339377	9 
21991	1	-21923.52468596	-21947.34339377	9 
21992	1	-21923.50055395	-21947.36825693	9 
21993	2	-21920.74699832	-21946.37255922	1 9 
21994	2	-21920.74699832	-21946.37255922	1 9 
21995	2	-21920.40411686	-21946.02967776	2 9 
21996	2	-21920.40411686	-21946.02967776	2 9 
21997	2	-21920.58274964	-21946.05773866	2 9 
21998	2	-21920.92567999	-21946.40066901	1 9 
21999	2	-21920.92567999	-21946.40066901	1 9 
22000	3	-21923.17109296	-21950.18652701	2 9 15 
22001	2	-21920.34310583	-21946.03897901	2 9 
22002	2	-21920.34310583	-21946.03897901	2 9 
22003	2	-21920.34310583	-21946.03897901	2 9 
22004	3	-21923.28643007	-21950.5227483	2 9 12 
22005	3	-21923.28643007	-21950.5227483	2 9 12 
22006	2	-21920.34310583	-21946.03897901	2 9 
22007	2	-21920.34310583	-21946.03897901	2 9 
22008	4	-21925.40797801	-21953.99422296	1 8 9 14 
22009	3	-21923.67804013	-21950.61260733	1 8 9 
22010	2	-21926.9091829	-21952.30330506	9 13 
22011	2	-21925.50974243	-21950.90386459	9 12 
22012	2	-21926.06200997	-21951.54112164	9 12 
22013	2	-21921.66023385	-21947.13934552	1 9 
22014	2	-21921.66023385	-21947.13934552	1 9 
22015	3	-21924.09418398	-21951.0169072	2 9 13 
22016	3	-21924.09418398	-21951.0169072	2 9 13 
22017	3	-21924.09418398	-21951.0169072	2 9 13 
22018	2	-21919.62275575	-21947.20906673	2 9 
22019	2	-21919.62275575	-21947.20906673	2 9 
22020	2	-21919.62275575	-21947.20906673	2 9 
22021	2	-21921.47119827	-21947.03851556	2 9 
22022	2	-21921.47119827	-21947.03851556	2 9 
22023	2	-21920.4483993	-21946.02924357	2 9 
22024	1	-21923.68492115	-21947.31858946	9 
22025	2	-21920.99910441	-21946.37761491	2 9 
22026	2	-21920.69453346	-21946.11223844	2 9 
22027	3	-21922.62971119	-21949.58786122	2 3 9 
22028	3	-21921.78900279	-21949.34519731	2 3 9 
22029	1	-21923.3691182	-21947.62700977	9 
22030	2	-21923.87813965	-21949.89388913	3 9 
22031	2	-21923.87813965	-21949.89388913	3 9 
22032	1	-21924.13545404	-21948.09852588	9 
22033	1	-21923.7525579	-21947.36890625	9 
22034	1	-21924.19815072	-21948.26817754	9 
22035	1	-21923.82563978	-21947.45570615	9 
22036	2	-21920.60894058	-21946.40895173	1 9 
22037	2	-21920.26610367	-21946.06611481	2 9 
22038	2	-21920.1614106	-21946.13316621	2 9 
22039	3	-21923.09693945	-21950.6091401	2 9 13 
22040	3	-21922.48785368	-21950.00005434	2 9 14 
22041	2	-21920.1614106	-21946.13316621	2 9 
22042	2	-21921.25522277	-21946.70547735	2 9 
22043	2	-21921.25522277	-21946.70547735	2 9 
22044	2	-21921.25522277	-21946.70547735	2 9 
22045	2	-21921.25522277	-21946.70547735	2 9 
22046	2	-21919.81218307	-21946.6653452	2 9 
22047	2	-21920.57004786	-21946.05323784	2 9 
22048	2	-21920.43630251	-21946.02885249	2 9 
22049	2	-21920.43630251	-21946.02885249	2 9 
22050	2	-21920.43630251	-21946.02885249	2 9 
22051	2	-21920.43630251	-21946.02885249	2 9 
